cleaned_content,sentiment
good performance,2
super good app,2
deepseek ai assistant amazing app everything need know get help got,2
best free use ai app ever love,2
comprehensive result noted,1
deepseek good wish could add feature like generating pdf picture please fix future uploading file,1
fence one honestly not know feel,1
worst experience,0
welp updated ruined app not log,0
worst app not waste time guy,0
tell best way solve problem,1
nice application student,2
amazing ai ever used,2
good,2
app knowledge not updated beyond dec,0
great best way explain,2
intelligent ai better answer chatgpt even paid version,2
always get error due technical issue search service temporarily unavailable eventually give answer need work,0
easy use give logical answer,2
great pleasure,2
best simple application,2
better chatgpt,2
speechless best ai assistant used,2
good work voice accept good want myanmar language voice accept,2
love deepseeks reply love open source apps response still slow hoping get better soon,2
brilliant ai really love user experience fast response complaint web feature temporarily unavailable pls fix problem,2
ai model fascinating quite intriguing really love deep think feature optimistic seeing feature deep seek offer concern ai model usually occasionally probably due many user using time aside app perfect,2
